#Release 9.2.04i - par J.40
#Copyright (c) 1995-2007 Xilinx, Inc.  All rights reserved.

#Thu Dec 11 15:10:18 2008

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       TOP_LEVEL_map.ncd
#OUTPUT FILE:      C:/GateFlow/7142_sig/4953_s142/xc4vsx55/mppr_result.dir/H_H_4_pad.csv
#PART TYPE:        xc4vsx55
#SPEED GRADE:      -10
#PACKAGE:          ff1148
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,DCI Value,IO Register,Signal Integrity,
AN22,LVDS3_DAT_P<3>,IOBM,IO_L27P_SM5_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AN23,LVDS3_DAT_N<3>,IOBS,IO_L27N_SM5_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AN24,LVDS3_DAT_N<9>,IOBS,IO_L29N_SM4_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AN25,LVDS2_DAT_P<15>,IOBM,IO_L32P_SM1_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AN26,,,VCCO_7,,,7,,,,,2.50,,,,,
AN27,LVDS3_DAT_N<8>,IOBS,IO_L11N_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AN28,LVDS4_DAT_P<0>,IOB,IO_L24P_CC_LC_7,INPUT,LVDS_25,7,,,,NONE,,LOCATED,,YES,NONE,
AN29,LVDS3_DAT_N<6>,IOBS,IO_L18N_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AN30,LVDS4_DAT_N<1>,IOB,IO_L7N_7,INPUT,LVDS_25,7,,,,NONE,,LOCATED,,NO,NONE,
AN31,,,GND,,,,,,,,,,,,,
AN32,LVDS3_DAT_P<2>,IOBM,IO_L4P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AN33,LVDS3_DAT_N<2>,IOBS,IO_L4N_VREF_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AN34,,,GND,,,,,,,,,,,,,
AP2,,,GND,,,,,,,,,,,,,
AP3,,,VCCO_8,,,8,,,,,1.80,,,,,
AP4,DDR2_DQ<14>,IOB,IO_L3P_8,BIDIR,SSTL18_II_DCI,8,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
AP5,DDR2_DQ<10>,IOB,IO_L16P_8,BIDIR,SSTL18_II_DCI,8,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
AP6,DDR2_DQSB<0>,IOB,IO_L24N_CC_LC_8,TRISTATE,SSTL18_II_DCI,8,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
AP7,DDR2_DQS<0>,IOB,IO_L24P_CC_LC_8,BIDIR,SSTL18_II_DCI,8,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
AP8,,,GND,,,,,,,,,,,,,
AP9,DDR2_ADDRESS<12>,IOB,IO_L32P_8,OUTPUT,SSTL18_I_DCI,8,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP10,DDR2_ADDRESS<14>,IOB,IO_L29N_8,OUTPUT,SSTL18_I_DCI,8,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP11,DDR2_ADDRESS<13>,IOB,IO_L29P_8,OUTPUT,SSTL18_I_DCI,8,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP12,DDR2_FB0OUT,IOB,IO_L31N_8,OUTPUT,SSTL18_II_DCI,8,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
AP13,,,VCCO_8,,,8,,,,,1.80,,,,,
AP14,DDR2_DM<2>,IOB,IO_L5N_8,OUTPUT,SSTL18_II_DCI,8,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
AP15,,LOWCAPIOB,IO_L8P_D1_LC_2,UNUSED,,2,,,,,,,,,,
AP16,,,GND,,,,,,,,,,,,,
AP17,,IPAD,VN_SM,UNUSED,,,,,,,,,,,,
AP18,,IPAD,VP_SM,UNUSED,,,,,,,,,,,,
AP19,,,AVDD_SM,,,,,,,,,,,,,
AP20,LVDS1_GCFB_N,IOB,IO_L11N_GC_LC_2,INPUT,LVDS_25,2,,,,NONE,,LOCATED,,NO,NONE,
AP21,LVDS1_GCLK_P,IOBM,IO_L17P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP22,LVDS1_GCLK_N,IOBS,IO_L17N_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP23,,,VCCO_7,,,7,,,,,2.50,,,,,
AP24,LVDS3_DAT_P<9>,IOBM,IO_L29P_SM4_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP25,LVDS3_DAT_P<4>,IOBM,IO_L15P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP26,LVDS3_DAT_N<4>,IOBS,IO_L15N_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP27,LVDS3_DAT_P<8>,IOBM,IO_L11P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP28,,,GND,,,,,,,,,,,,,
AP29,LVDS3_DAT_P<6>,IOBM,IO_L18P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP30,LVDS4_DAT_P<1>,IOB,IO_L7P_7,INPUT,LVDS_25,7,,,,NONE,,LOCATED,,YES,NONE,
AP31,LVDS3_DAT_P<15>,IOBM,IO_L12P_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,YES,NONE,
AP32,LVDS3_DAT_N<15>,IOBS,IO_L12N_VREF_7,OUTPUT,LVDS_25,7,,NONE*,NONE**,,,LOCATED,,NO,NONE,
AP33,,,VCCO_7,,,7,,,,,2.50,,,,,
B1,,,GND,,,,,,,,,,,,,
B2,DDR0_DQ<13>,IOB,IO_L30N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B3,DDR0_DQ<12>,IOB,IO_L30P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B4,,,GND,,,,,,,,,,,,,
B5,DDR0_DQ<15>,IOB,IO_L22N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B6,,IOBS,IO_L12N_VREF_6,UNUSED/VREF,,6,,,,,0.90,,,,,
B7,DDR0_DQ<0>,IOB,IO_L14P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B8,DDR0_DQ<11>,IOB,IO_L10N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B9,,,VCCO_6,,,6,,,,,1.80,,,,,
B10,DDR0_DQ<8>,IOB,IO_L2P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B11,DDR0_ADDRESS<4>,IOB,IO_L3N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
B12,DDR0_DQSB<2>,IOB,IO_L9N_CC_LC_6,TRISTATE,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
B13,DDR0_DQS<2>,IOB,IO_L9P_CC_LC_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
B14,,,GND,,,,,,,,,,,,,
B15,LAD<29>,IOB,IO_L24N_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
B16,,,NC,,,,,,,,,,,,,
B17,,,NC,,,,,,,,,,,,,
B18,,,NC,,,,,,,,,,,,,
B19,,,VCCO_1,,,1,,,,,2.50,,,,,
B20,LAD<51>,IOB,IO_L17P_CC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
B21,CLKSEL_DAC<1>,IOB,IO_L21P_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
B22,ADC_DA<0>,IOB,IO_L17N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B23,DAC_DA<11>,IOB,IO_L1P_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
B24,,,GND,,,,,,,,,,,,,
B25,ADC_DA<10>,IOB,IO_L15P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B26,DAC_DA<6>,IOB,IO_L2N_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
B27,DAC_PHSTR,IOB,IO_L8P_CC_LC_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
B28,ADC_DD<11>,IOB,IO_L25P_CC_LC_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B29,,,VCCO_5,,,5,,,,,3.30,,,,,
B30,ADC_DC<4>,IOB,IO_L18N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B31,DAC_DB<12>,IOB,IO_L24N_CC_LC_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
B32,ADC_DD<1>,IOB,IO_L31P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B33,ADC_DD<0>,IOB,IO_L31N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
B34,,,GND,,,,,,,,,,,,,
C1,,,GND,,,,,,,,,,,,,
C2,DDR0_DQ<24>,IOB,IO_L7P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
C3,DDR0_RASB,IOB,IO_L1N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
C4,DDR0_ADDRESS<9>,IOB,IO_L1P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
C5,DDR0_DQ<3>,IOB,IO_L27P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
C6,,,VCCO_6,,,6,,,,,1.80,,,,,
C7,DDR0_DQ<1>,IOB,IO_L14N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
C8,,IOBS,IO_L4N_VREF_6,UNUSED/VREF,,6,,,,,0.90,,,,,
C9,DDR0_DM<1>,IOB,IO_L4P_6,OUTPUT,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
C10,DDR0_DQ<9>,IOB,IO_L2N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
C11,,,GND,,,,,,,,,,,,,
C12,DDR0_CLKB,IOB,IO_L1N_6,OUTPUT,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,SPLIT,
C13,DDR0_ADDRESS<6>,IOB,IO_L25N_CC_LC_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
C14,DDR0_CKE,IOB,IO_L25P_CC_LC_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
C15,LAD<50>,IOB,IO_L14N_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
C16,,,VCCO_1,,,1,,,,,2.50,,,,,
C17,LIRQ_N<1>,IOB,IO_L12P_GC_LC_1,OUTPUT,LVCMOS25,1,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
C18,LSPARE<0>,IOB,IO_L13N_GC_LC_1,OUTPUT,LVCMOS25,1,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
C19,LAD<54>,IOB,IO_L13P_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
C20,LAD<5>,IOB,IO_L15N_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
C21,,,GND,,,,,,,,,,,,,
C22,ADC_DC<7>,IOB,IO_L17P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C23,ADC_DA<1>,IOB,IO_L5P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C24,ADC_DD<9>,IOB,IO_L5N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C25,ADC_DC<10>,IOB,IO_L15N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C26,,,VCCO_5,,,5,,,,,3.30,,,,,
C27,DAC_RESET_N,IOB,IO_L8N_CC_LC_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
C28,ADC_DC<3>,IOB,IO_L25N_CC_LC_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C29,ADC_DC<1>,IOB,IO_L20P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C30,ADC_DA<7>,IOB,IO_L20N_VREF_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
C31,,,GND,,,,,,,,,,,,,
C32,DAC_DA<0>,IOB,IO_L2P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
C33,ADC_DB<13>,IOB,IO_L7P_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
C34,ADC_DB<5>,IOB,IO_L7N_9,INPUT,LVTTL,9,,,,IFD,,LOCATED,,YES,NONE,
D1,DDR0_DQS<3>,IOB,IO_L8P_CC_LC_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D2,DDR0_DQ<30>,IOB,IO_L7N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D3,,,VCCO_10,,,10,,,,,1.80,,,,,
D4,DDR0_WEB,IOB,IO_L3P_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
D5,DDR0_DQ<6>,IOB,IO_L27N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D6,DDR0_DQ<5>,IOB,IO_L18N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D7,DDR0_DQ<4>,IOB,IO_L18P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D8,,,GND,,,,,,,,,,,,,
D9,DDR0_DQ<18>,IOB,IO_L19P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
D10,,IOBS,IO_L7N_6,UNUSED,,6,,,,,,,,,,
D11,DDR0_ODT,IOB,IO_L7P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
D12,DDR0_CLK,IOB,IO_L1P_6,OUTPUT,SSTL18_II_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,SPLIT,
D13,,,VCCO_6,,,6,,,,,1.80,,,,,
D14,DDR0_ADDRESS<10>,IOB,IO_L29N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
D15,,,TDP_0,,,,,,,,,,,,,
D16,LSPARE<2>,IOB,IO_L14P_GC_LC_1,OUTPUT,LVCMOS25,1,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
D17,LSPARE<1>,IOB,IO_L12N_GC_VREF_LC_1,OUTPUT,LVCMOS25,1,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
D18,,,GND,,,,,,,,,,,,,
D19,LAD<55>,IOB,IO_L11N_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
D20,LAD<63>,IOB,IO_L15P_GC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
D21,LAD<19>,IOB,IO_L3N_D26_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
D22,ADC_DA<9>,IOB,IO_L23N_VRP_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
D23,,,VCCO_5,,,5,,,,,3.30,,,,,
D24,GATEB_TTL,IOB,IO_L7P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
D25,GATEB_DISBL,IOB,IO_L7N_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
D26,GATEA_DISBL,IOB,IO_L10P_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
D27,DAC_DB<3>,IOB,IO_L12P_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
D28,,,GND,,,,,,,,,,,,,
D29,ADC_DD<5>,IOB,IO_L29P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
D30,ADC_DD<12>,IOB,IO_L26P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
D31,ADC_DD<13>,IOB,IO_L26N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
D32,DAC_DB<1>,IOB,IO_L2N_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
D33,,,VCCO_9,,,9,,,,,3.30,,,,,
D34,GATEB_SRC,IOB,IO_L8P_CC_LC_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
E1,DDR0_DQSB<3>,IOB,IO_L8N_CC_LC_10,TRISTATE,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
E2,DDR1_DQSB<0>,IOB,IO_L9N_CC_LC_10,TRISTATE,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
E3,DDR1_DQS<0>,IOB,IO_L9P_CC_LC_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
E4,DDR0_ADDRESS<11>,IOB,IO_L3N_10,OUTPUT,SSTL18_I_DCI,10,,NONE*,NONE**,,,LOCATED,,YES,NONE,
E5,,,GND,,,,,,,,,,,,,
E6,DDR0_DQ<2>,IOB,IO_L26P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
E7,,IOBS,IO_L23N_VRP_6,UNUSED,,6,,,TERMINATION,,,,,,,
E8,,IOBM,IO_L23P_VRN_6,UNUSED,,6,,,TERMINATION,,,,,,,
E9,DDR0_DQ<19>,IOB,IO_L19N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
E10,,,VCCO_6,,,6,,,,,1.80,,,,,
E11,DDR0_ADDRESS<2>,IOB,IO_L11P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
E12,DDR0_BA<2>,IOB,IO_L21N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
E13,DDR0_ADDRESS<13>,IOB,IO_L21P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,NONE,
E14,DDR0_ADDRESS<3>,IOB,IO_L29P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
E15,,,GND,,,,,,,,,,,,,
E16,DAC_PLLLOCK,IOB,IO_L6P_GC_LC_3,INPUT,LVTTL,3,,,,NONE,,LOCATED,,NO,NONE,
E17,,LOWCAPIOB,IO_L4N_GC_VREF_LC_3,UNUSED,,3,,,,,,,,,,
E18,ADC_CLKI,IOB,IO_L4P_GC_LC_3,INPUT,LVTTL,3,,,,NONE,,LOCATED,,NO,NONE,
E19,,LOWCAPIOB,IO_L11P_GC_LC_1,UNUSED,,1,,,,,,,,,,
E20,,,VCCO_1,,,1,,,,,2.50,,,,,
E21,LAD<13>,IOB,IO_L3P_D27_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
E22,ADC_DC<8>,IOB,IO_L23P_VRN_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
E23,DAC_DB<2>,IOB,IO_L9N_CC_LC_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
E24,EXTCLKA_EN,IOB,IO_L11N_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
E25,,,GND,,,,,,,,,,,,,
E26,GATEA_SRC,IOB,IO_L10N_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
E27,DAC_DA<2>,IOB,IO_L12N_VREF_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
E28,ADC_DA<11>,IOB,IO_L22P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
E29,ADC_DD<4>,IOB,IO_L29N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
E30,,,VCCO_5,,,5,,,,,3.30,,,,,
E31,ADC_DC<12>,IOB,IO_L32P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
E32,BUSB_MASTER,IOB,IO_L11P_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
E33,CLKSEL_DAC<0>,IOB,IO_L11N_9,OUTPUT,LVTTL,9,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
E34,GATEB_INT,IOB,IO_L8N_CC_LC_9,INPUT,LVTTL,9,,,,NONE,,LOCATED,,NO,NONE,
F1,DDR1_DQ<15>,IOB,IO_L17P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
F2,,,GND,,,,,,,,,,,,,
F3,DDR0_DQ<26>,IOB,IO_L6N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
F4,DDR0_DQ<27>,IOB,IO_L6P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
F5,DDR1_FB0IN,IOB,IO_L2P_10,INPUT,SSTL18_II_DCI,10,,,,IFD,,LOCATED,,YES,SPLIT,
F6,DDR0_DQ<7>,IOB,IO_L26N_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
F7,,,VCCO_6,,,6,,,,,1.80,,,,,
F8,DDR0_DQ<23>,IOB,IO_L16P_6,BIDIR,SSTL18_II_DCI,6,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
F9,,,VCCAUX,,,,,,,,2.5,,,,,
F10,DDR0_CSB,IOB,IO_L6P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
F11,DDR0_ADDRESS<7>,IOB,IO_L11N_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,YES,NONE,
F12,,,GND,,,,,,,,,,,,,
F13,LAD<49>,IOB,IO_L8P_D17_CC_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
F14,LAD<22>,IOB,IO_L22N_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
F15,,,TDN_0,,,,,,,,,,,,,
F16,,LOWCAPIOB,IO_L6N_GC_LC_3,UNUSED,,3,,,,,,,,,,
F17,,,VCCO_3,,,3,,,,,3.30,,,,,
F18,DAC_CLKI,IOB,IO_L1P_GC_CC_LC_3,INPUT,LVTTL,3,,,,NONE,,LOCATED,,NO,NONE,
F19,,,VCCAUX,,,,,,,,2.5,,,,,
F20,LAD<7>,IOB,IO_L23N_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
F21,LAD<9>,IOB,IO_L23P_LC_1,BIDIR,LVCMOS25,1,12,SLOW,NONE**,IFD,,LOCATED,,YES,NONE,
F22,,,GND,,,,,,,,,,,,,
F23,DAC_DB<13>,IOB,IO_L9P_CC_LC_5,OUTPUT,LVTTL,5,12,FAST,NONE**,,,LOCATED,,YES,NONE,
F24,PLLVDD,IOB,IO_L11P_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
F25,DAC_SDEN_N,IOB,IO_L6P_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,YES,NONE,
F26,DAC_SCLK,IOB,IO_L6N_5,OUTPUT,LVTTL,5,12,SLOW,NONE**,,,LOCATED,,NO,NONE,
F27,,,VCCO_5,,,5,,,,,3.30,,,,,
F28,ADC_DA<2>,IOB,IO_L22N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
F29,ADC_DD<3>,IOB,IO_L28P_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
F30,ADC_DD<6>,IOB,IO_L28N_VREF_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
F31,ADC_DC<13>,IOB,IO_L32N_5,INPUT,LVTTL,5,,,,IFD,,LOCATED,,YES,NONE,
F32,,,GND,,,,,,,,,,,,,
F33,DAC_DA<14>,IOB,IO_L14P_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
F34,DAC_DB<5>,IOB,IO_L14N_9,OUTPUT,LVTTL,9,12,FAST,NONE**,,,LOCATED,,YES,NONE,
G1,DDR1_DQ<14>,IOB,IO_L17N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
G2,DDR1_DQ<7>,IOB,IO_L14N_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
G3,DDR1_DQ<6>,IOB,IO_L14P_10,BIDIR,SSTL18_II_DCI,10,,NONE*,NONE**,IFD,,LOCATED,,YES,SPLIT,
G4,,,VCCO_10,,,10,,,,,1.80,,,,,
G5,DDR1_FB0OUT,IOB,IO_L2N_10,OUTPUT,SSTL18_II_DCI,10,,NONE*,NONE**,,,LOCATED,,NO,SPLIT,
G6,,IOBS,IO_L28N_VREF_6,UNUSED/VREF,,6,,,,,0.90,,,,,
G7,DDR0_ADDRESS<14>,IOB,IO_L28P_6,OUTPUT,SSTL18_I_DCI,6,,NONE*,NONE**,,,LOCATED,,NO,NONE,
